Company,Categories,Sentence
2023_ NEW YORK LIFE GRP.pdf,climate_risk,"our risk management policies and processes the identification and assessment of physical and
have resulted in well-diversified investment portfolios transition risks throughout its portfolio and due
designed with the inten to withstand market downturns dligence processes
and other markt disruptions, suchas those potentially » asset managers andar and austilhave
arising from climate change."
2023_ NEW YORK LIFE GRP.pdf,climate_risk,"responsibility report:
certain boutiques, such as candriam and ausbil, have » ourenvironment
outlined climate policies that help inform their respective » curgovemance
approach for managing climate risks."
2023_ NEW YORK LIFE GRP.pdf,climate_risk,"we have leveraged, where
methodologies are available, the partnership for
‘our 2023 footprint is as follows: carbon accounting financials (pcaf) to gain a better
understanding of portfolio level emissions profiles
fo feos fos andassess climate risks."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"the vision and commitments of northwestern mutual's enterprise sustainability & impact (esi)
department includes focus on activities, initiatives, and policies related to climate risk
governance and environmental stewardship."
2023_ NORTHWESTERN MUT GRP.pdf,"climate_risk, human_rights_labor","each board committee is responsible for providing oversight for certain risk categories, with
the following committees specifically tasked with oversight of climate-related risks:

- human resources, nominating, and corporate governance committee exercises
primary oversight responsibility for the company's activities, initiatives, and policies
related to climate risk and environmental stewardship, including sustainability,
corporate social responsibility, and corporate governance matters."
2023_ NORTHWESTERN MUT GRP.pdf,human_rights_labor,"- finance committee reviews and provides oversight of the company's investment
practices, including those related to environmental stewardship, including
sustainability, social responsibility, and governance matters related to invested
assets.

- audit & risk committee provides oversight of the company's enterprise risk
management framework, including approving on an annual basis the enterprise risk
appetite framework which articulates the aggregate level and types of risk that the
company is willing to accept or wishes to avoid in order to achieve its business
objectives."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"this assessment also
includes a review of cross-cutting risks that impact multiple themes, or transversal risks, which
includes climate risk."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"the erec oversees the company's climate risk stakeholder group (crsg), which is a cross-
functional group of subject-matter experts tasked with performing physical and transition climate
risk and opportunity identification and analysis, determining integration points for climate-related
considerations into relevant operations, strategic planning, and reporting, and evaluating how
emerging climate risk practices, guidance, and standards may impact the company."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"tncreased demand for concern over potential health or financial security | short-, medium,

products and services impacts of climate risks could increase the jong-term
demand for life insurance and/or investment
products and services designed to enhance
financial security."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"the company views climate change as
a transversal risk that cuts across multiple risk themes, time horizons, scales, and scopes; the
cross-functional climate risk stakeholder group (crsg), introduced in section 1b, provides a
cross-cutting perspective in identifying climate-related risks and opportunities."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"the crsg applies an adapted version of the enterprise prioritization framework, modifying it
slightly to consider the unique characteristics of climate risk, adding dimensions such as speed
of onset and vulnerability."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"investment risk & opportunity
given the nature of the company's insurance products, the most meaningful financial risk to the
company resulting from climate change will ikely come from investment losses over the short-,
medium, or long-term, in reaction to, or in anticipation of, the transition away from carbon-
intensive activities, as well as physical risk related to real estate and other investment assets
resulting from climate change."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"additionally, the impact of climate risk on the p&c industry may
impact the availability and price of insurance coverage on real estate investments."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"the physical risks associated with mortality primarily encompass the gradual increase of global
temperatures which will eventually be the cause of additional deaths among both the u.s.
population and northwestern mutual's insured population

6

most of northwestern mutual's current morbidity risk relates to the stand-alone disability income
product."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"the increasing frequency of acute physical risk such as natural
disasters, combined with chronic physical risks stemming from changing weather patterns and
extreme variability in weather patterns, could result in increased disability insurance claims."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"based on assessments to date, the company does not expect physical risk to significantly
impact the morbidity of northwestern mutual's insured population over the short term and
expects impacts to be relatively low over the medium- and long-term."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"if the company's views on
the impacts of physical risk on morbidity changes or if external factors change, additional
‘monitoring of occupational-specific claims experience may be conducted on an ad hoc basis on
the modest number of outdoor-oriented occupations the company insures does not have
unfavorable experience.
acute or chronic physical risk events or a sudden and dramatic transition to a low carbon
economy could impact financial markets in a way that may trigger a severe economic downturn
over the short., medium-, or long-term."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"the company does not view climate risk as currently presenting a
material solvency threat."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"insurance product risk
as northwestern mutual only sells products domestically, physical risks within the united states
are most relevant to the company's insured population."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"investment risk
northwestern mutual's treasury, risk, investment operations, analytics and data (triad)
department performed an analysis of the company's investment exposure to climate risk."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"this
analysis considered the size of investments in the sectors anticipated to be the most vulnerable
to climate risk (energy, utilities, and transportation), real estate holdings in areas that have a
higher exposure to potential climate related losses such as sea level rise, flooding and wind,
and aggregate portfolio vulnerability exposure as measured by climate change preparedness of
foreign countries and domestic states and cities."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"this assessment showed the company's
portfolio to be well-diversified across asset classes and geographic concentration with
significant guardrails against exposure concentration to reduce the impact of climate risk on any
individual asset class, sector, or geographical location of the portfolio."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"these scenarios describe how insurers’ public asset
classes may be impacted by physical and/or transition risks caused by climate change."
2023_ NORTHWESTERN MUT GRP.pdf,climate_risk,"to gain
another perspective and improve understanding of the extent to which the general account
portfolio may be exposed to transition risks and how it compares to a market benchmark, triad
used the open-source paris agreement capital transition assessment (pacta) model."
